postal_code,fips_code,county,city,state,legislative_district,latitude,longitude,census_tract_2020
99403,53003,Asotin,Clarkston,WA,9,46.414020,-117.045560,53003960300
99402,53003,Asotin,Asotin,WA,9,46.340560,-117.047840,53003960100
99371,53001,Adams,Washtucna,WA,9,46.755780,-118.311000,53001950200
99362,53071,Walla Walla,Walla Walla,WA,16,46.070680,-118.342610,53071920901
99361,53071,Walla Walla,Waitsburg,WA,16,46.270130,-118.154480,53071920100
99360,53071,Walla Walla,Touchet,WA,16,46.042380,-118.669230,53071920100
99357,53025,Grant,Royal City,WA,13,46.902480,-119.631360,53025011405
99354,53005,Benton,Richland,WA,8,46.314840,-119.268440,53005010201
99353,53005,Benton,West Richland,WA,8,46.296960,-119.338360,53005010705
99352,53005,Benton,Richland,WA,8,46.273910,-119.273720,53005010500
99350,53005,Benton,Prosser,WA,16,46.206630,-119.769040,53005011802
99349,53025,Grant,Mattawa,WA,13,46.737790,-119.900080,53025011406
99348,53071,Walla Walla,Prescott,WA,16,46.299610,-118.312430,53071920000
99347,53023,Garfield,Pomeroy,WA,9,46.473980,-117.589370,53023970300
99346,53005,Benton,Plymouth,WA,16,45.935590,-119.351070,53005011600
99345,53005,Benton,Paterson,WA,16,45.939670,-119.603110,53005011600
99344,53025,Grant,Othello,WA,13,46.826160,-119.174200,53025011401
99343,53021,Franklin,Mesa,WA,9,46.578330,-119.005030,53021020802
99341,53001,Adams,Lind,WA,9,46.971350,-118.615660,53001950200
99338,53005,Benton,Kennewick,WA,16,46.206640,-119.311800,53005010814
99337,53005,Benton,Kennewick,WA,8,46.187640,-119.144820,53005011506
99336,53005,Benton,Kennewick,WA,8,46.208370,-119.116980,53005010901
99330,53021,Franklin,Eltopia,WA,9,46.456980,-119.016470,53021020700
99329,53071,Walla Walla,Dixie,WA,16,46.140480,-118.155680,53071920100
99328,53013,Columbia,Dayton,WA,16,46.321890,-117.975770,53013960200
99326,53021,Franklin,Connell,WA,9,46.661460,-118.860630,53021020802
99324,53071,Walla Walla,College Place,WA,16,46.034560,-118.388640,53071920302
99323,53071,Walla Walla,Burbank,WA,16,46.199200,-119.015610,53071920000
99322,53039,Klickitat,Bickleton,WA,14,45.997830,-120.300070,53039950101
99321,53025,Grant,Beverly,WA,13,46.833970,-119.934420,53025011404
99320,53005,Benton,Benton City,WA,16,46.265430,-119.487560,53005010701
99301,53021,Franklin,Pasco,WA,16,46.235420,-119.094670,53021020300
99251,53063,Spokane,Spokane,WA,7,47.751220,-117.416430,53063010902
99224,53063,Spokane,Spokane,WA,6,47.594310,-117.469960,53063010403
99223,53063,Spokane,Spokane,WA,6,47.633960,-117.360430,53063004500
99218,53063,Spokane,Spokane,WA,6,47.745800,-117.411800,53063010800
99217,53063,Spokane,Spokane,WA,4,47.684650,-117.357570,53063011302
99216,53063,Spokane,Spokane Valley,WA,4,47.658780,-117.212640,53063011800
99212,53063,Spokane,Spokane Valley,WA,4,47.680430,-117.288050,53063013401
99208,53063,Spokane,Spokane,WA,7,47.733300,-117.450050,53063010508
99207,53063,Spokane,Spokane,WA,3,47.675730,-117.397300,53063001500
99206,53063,Spokane,Spokane,WA,4,47.653400,-117.245490,53063012401
99205,53063,Spokane,Spokane,WA,3,47.699630,-117.456740,53063001900
99204,53063,Spokane,Spokane,WA,3,47.647790,-117.425710,53063004100
99203,53063,Spokane,Spokane,WA,6,47.633740,-117.393220,53063004300
99202,53063,Spokane,Spokane,WA,3,47.655480,-117.379700,53063003100
99201,53063,Spokane,Spokane,WA,3,47.657260,-117.411620,53063002300
99185,53043,Lincoln,Wilbur,WA,13,47.759420,-118.709120,53043960300
99181,53065,Stevens,Valley,WA,7,48.176230,-117.725550,53065951100
99180,53051,Pend Oreille,Usk,WA,7,48.313750,-117.280540,53051970200
99179,53075,Whitman,Uniontown,WA,9,46.539060,-117.087420,53075001000
99173,53065,Stevens,Springdale,WA,7,48.057380,-117.741370,53065951100
99171,53075,Whitman,St John,WA,9,47.091850,-117.582100,53075000900
99170,53075,Whitman,Rosalia,WA,9,47.234450,-117.370460,53075000900
99169,53001,Adams,Ritzville,WA,9,47.127400,-118.379770,53001950100
99167,53065,Stevens,Rice,WA,7,48.429340,-118.161650,53065950102
99166,53019,Ferry,Republic,WA,7,48.644260,-118.737480,53019970200
99163,53075,Whitman,Pullman,WA,9,46.730150,-117.181470,53075000300
99161,53075,Whitman,Palouse,WA,9,46.910080,-117.076800,53075000700
99160,53019,Ferry,Orient,WA,7,48.868300,-118.208740,53019970100
99159,53043,Lincoln,Odessa,WA,13,47.333230,-118.689990,53043960400
99158,53075,Whitman,Oakesdale,WA,9,47.129050,-117.242610,53075000700
99157,53065,Stevens,Northport,WA,7,48.917390,-117.778120,53065950101
99156,53051,Pend Oreille,Newport,WA,7,48.182850,-117.043980,53051970300
99155,53047,Okanogan,Nespelem,WA,12,48.166360,-118.976650,53047940100
99152,53051,Pend Oreille,Metaline,WA,7,48.856020,-117.388840,53051970100
99149,53075,Whitman,Malden,WA,9,47.228750,-117.475110,53075000900
99148,53065,Stevens,Loon Lake,WA,7,48.062880,-117.637310,53065951301
99147,53043,Lincoln,Lincoln,WA,13,47.829370,-118.418990,53043960300
99143,53075,Whitman,Lacrosse,WA,9,46.816120,-117.881370,53075001000
99141,53065,Stevens,Kettle Falls,WA,7,48.610530,-118.062110,53065950102
99139,53051,Pend Oreille,Ione,WA,7,48.741710,-117.417930,53051970100
99138,53019,Ferry,Inchelium,WA,7,48.298120,-118.196570,53019940000
99137,53065,Stevens,Hunters,WA,7,48.117770,-118.202990,53065950900
99135,53025,Grant,Hartline,WA,13,47.690150,-119.105570,53025010100
99134,53043,Lincoln,Harrington,WA,13,47.482900,-118.256820,53043960400
99133,53017,Douglas,Grand Coulee,WA,12,47.942830,-119.000410,53017950102
99131,53065,Stevens,Gifford,WA,7,48.310850,-118.136330,53065950900
99130,53075,Whitman,Garfield,WA,9,47.007060,-117.133590,53075000700
99128,53075,Whitman,Farmington,WA,9,47.089170,-117.045460,53075000700
99126,53065,Stevens,Evans,WA,7,48.713310,-118.023450,53065950101
99125,53075,Whitman,Endicott,WA,9,46.927520,-117.684850,53075000900
99124,53047,Okanogan,Elmer City,WA,12,47.998770,-118.953430,53047940100
99123,53025,Grant,Electric City,WA,12,47.933480,-119.035910,53025010100
99122,53043,Lincoln,Seven Bays,WA,13,47.654050,-118.149130,53043960200
99121,53019,Ferry,Danville,WA,7,48.992370,-118.507970,53019970100
99119,53051,Pend Oreille,Cusick,WA,7,48.338660,-117.304430,53051970200
99118,53019,Ferry,Curlew,WA,7,48.881010,-118.600610,53019970100
99117,53043,Lincoln,Creston,WA,13,47.758650,-118.519060,53043960300
99116,53047,Okanogan,Coulee Dam,WA,12,47.970800,-118.976690,53047940100
99115,53025,Grant,Coulee City,WA,13,47.612330,-119.288160,53025010100
99114,53065,Stevens,Colville,WA,7,48.546570,-117.904540,53065950300
99113,53075,Whitman,Uniontown,WA,9,46.568010,-117.129840,53075001000
99111,53075,Whitman,Colfax,WA,9,46.879650,-117.364770,53075000800
99110,53065,Stevens,Clayton,WA,7,47.996850,-117.572280,53065951301
99109,53065,Stevens,Chewelah,WA,7,48.281360,-117.715550,53065950700
99103,53025,Grant,Almira,WA,12,47.710940,-118.940180,53025010100
99102,53075,Whitman,Albion,WA,9,46.789840,-117.251370,53075000201
99101,53065,Stevens,Addy,WA,7,48.356090,-117.837900,53065950800
99040,53065,Stevens,Wellpinit,WA,7,47.886770,-117.987010,53065941000
99039,53063,Spokane,Waverly,WA,9,47.343490,-117.227820,53063014300
99037,53063,Spokane,Spokane Valley,WA,4,47.657060,-117.196310,53063013001
99036,53063,Spokane,Valleyford,WA,6,47.535300,-117.239950,53063013300
99034,53065,Stevens,Tumtum,WA,7,47.892700,-117.670240,53065951401
99033,53075,Whitman,Tekoa,WA,9,47.226790,-117.073510,53075000900
99032,53043,Lincoln,Sprague,WA,13,47.300360,-117.973780,53043960400
99031,53063,Spokane,Spangle,WA,9,47.429090,-117.380350,53063014300
99030,53063,Spokane,Rockford,WA,9,47.452270,-117.132610,53063014300
99029,53063,Spokane,Reardan,WA,7,47.669510,-117.877040,53063010404
99027,53063,Spokane,Otis Orchards,WA,4,47.707630,-117.111950,53063013201
99026,53065,Stevens,Nine Mile Falls,WA,7,47.776760,-117.543920,53065951402
99025,53063,Spokane,Newman Lake,WA,4,47.725100,-117.068820,53063010102
99023,53063,Spokane,Mica,WA,9,47.564360,-117.216110,53063013300
99022,53063,Spokane,Medical Lake,WA,6,47.572610,-117.682690,53063013900
99021,53063,Spokane,Mead,WA,4,47.762800,-117.355860,53063010203
99019,53063,Spokane,Liberty Lake,WA,4,47.668290,-117.101500,53063013203
99018,53063,Spokane,Latah,WA,9,47.279660,-117.155110,53063014300
99017,53075,Whitman,Lamont,WA,9,47.201390,-117.906290,53075000900
99016,53063,Spokane,Spokane Valley,WA,4,47.656990,-117.174800,53063013003
99013,53065,Stevens,Ford,WA,7,47.908860,-117.805820,53065941000
99012,53063,Spokane,Fairfield,WA,9,47.385220,-117.171250,53063014300
99011,53063,Spokane,Fairchild Air Force Base,WA,6,47.640460,-117.644580,53063013800
99009,53051,Pend Oreille,Elk,WA,7,48.017230,-117.278160,53051970500
99008,53063,Spokane,Edwall,WA,6,47.505240,-117.951090,53063014100
99006,53063,Spokane,Deer Park,WA,7,47.954310,-117.471540,53063010301
99005,53063,Spokane,Colbert,WA,7,47.837430,-117.354140,53063010305
99004,53063,Spokane,Cheney,WA,6,47.489280,-117.574450,53063014001
99003,53063,Spokane,Chattaroy,WA,7,47.895940,-117.352370,53063010201
99001,53063,Spokane,Airway Heights,WA,6,47.644300,-117.593110,53063010401
98953,53077,Yakima,Zillah,WA,15,46.401990,-120.262260,53077002201
98952,53077,Yakima,White Swan,WA,14,46.382870,-120.730630,53077940003
98951,53077,Yakima,Wapato,WA,15,46.447790,-120.420830,53077940008
98950,53037,Kittitas,Vantage,WA,13,46.944680,-119.989900,53037975700
98948,53077,Yakima,Toppenish,WA,15,46.375080,-120.312980,53077940005
98947,53077,Yakima,Tieton,WA,14,46.702570,-120.755410,53077002900
98946,53037,Kittitas,Thorp,WA,13,47.051390,-120.666210,53037975203
98944,53077,Yakima,Sunnyside,WA,15,46.323790,-120.009760,53077002005
98943,53037,Kittitas,South Cle Elum,WA,13,47.188910,-120.948220,53037975102
98942,53077,Yakima,Selah,WA,15,46.654050,-120.531450,53077003200
98941,53037,Kittitas,Roslyn,WA,13,47.225930,-120.996070,53037975104
98940,53037,Kittitas,Ronald,WA,13,47.237810,-121.026270,53037975101
98939,53077,Yakima,Parker,WA,14,46.503450,-120.467200,53077940001
98938,53077,Yakima,Outlook,WA,15,46.329400,-120.085120,53077002104
98937,53077,Yakima,Naches,WA,14,46.730900,-120.699720,53077003002
98936,53077,Yakima,Moxee,WA,15,46.556210,-120.391970,53077001702
98935,53077,Yakima,Mabton,WA,15,46.210920,-119.998540,53077002701
98934,53037,Kittitas,Kittitas,WA,13,46.984720,-120.417520,53037975700
98933,53077,Yakima,Harrah,WA,14,46.403650,-120.543520,53077940001
98932,53077,Yakima,Granger,WA,15,46.339490,-120.187100,53077002104
98930,53077,Yakima,Grandview,WA,15,46.256060,-119.901230,53077001901
98926,53037,Kittitas,Ellensburg,WA,13,46.997030,-120.548720,53037975600
98925,53037,Kittitas,Easton,WA,13,47.237800,-121.179540,53037975201
98923,53077,Yakima,Cowiche,WA,14,46.654560,-120.709790,53077002900
98922,53037,Kittitas,Cle Elum,WA,13,47.195000,-120.939430,53037975101
98921,53077,Yakima,Buena,WA,15,46.427270,-120.312990,53077002202
98908,53077,Yakima,Yakima,WA,14,46.596560,-120.602720,53077002804
98903,53077,Yakima,Union Gap,WA,15,46.553510,-120.477800,53077001300
98902,53077,Yakima,Yakima,WA,15,46.597390,-120.524010,53077001100
98901,53077,Yakima,Yakima,WA,15,46.604520,-120.507230,53077001702
98862,53047,Okanogan,Winthrop,WA,12,48.473960,-120.177390,53047971000
98858,53017,Douglas,Waterville,WA,12,47.649630,-120.071450,53017950200
98857,53025,Grant,Warden,WA,13,46.969710,-119.045730,53025011300
98856,53047,Okanogan,Twisp,WA,12,48.365200,-120.123100,53047971000
98855,53047,Okanogan,Tonasket,WA,7,48.708600,-119.436810,53047970500
98853,53025,Grant,Stratford,WA,13,47.426300,-119.278440,53025010100
98851,53025,Grant,Soap Lake,WA,12,47.388980,-119.483230,53025010300
98850,53017,Douglas,Rock Island,WA,12,47.371630,-120.145450,53017950300
98849,53047,Okanogan,Riverside,WA,7,48.501200,-119.508530,53047970303
98848,53025,Grant,Quincy,WA,13,47.237480,-119.853380,53025010600
98847,53007,Chelan,Peshastin,WA,12,47.568050,-120.603640,53007960502
98846,53047,Okanogan,Pateros,WA,12,48.055020,-119.899750,53047970800
98845,53017,Douglas,Palisades,WA,12,47.414920,-119.917600,53017950200
98844,53047,Okanogan,Oroville,WA,7,48.938810,-119.435580,53047970303
98843,53017,Douglas,Orondo,WA,12,47.623520,-120.227950,53017950101
98841,53047,Okanogan,Omak,WA,7,48.410780,-119.527240,53047970602
98840,53047,Okanogan,Okanogan,WA,7,48.365400,-119.579590,53047970700
98837,53025,Grant,Moses Lake,WA,13,47.131960,-119.277100,53025011101
98834,53047,Okanogan,Methow,WA,12,48.128680,-120.005100,53047971000
98833,53047,Okanogan,Mazama,WA,12,48.594100,-120.408140,53047970900
98832,53025,Grant,Marlin,WA,13,47.407180,-118.985040,53025010200
98831,53007,Chelan,Manson,WA,12,47.885400,-120.160340,53007960400
98830,53017,Douglas,Mansfield,WA,12,47.811800,-119.637590,53017950102
98828,53007,Chelan,Malaga,WA,12,47.372380,-120.202270,53007961200
98826,53007,Chelan,Leavenworth,WA,12,47.598200,-120.657540,53007960201
98823,53025,Grant,Ephrata,WA,13,47.319090,-119.550960,53025010401
98822,53007,Chelan,Entiat,WA,12,47.675620,-120.208310,53007960100
98821,53007,Chelan,Dryden,WA,12,47.541280,-120.559780,53007960502
98819,53047,Okanogan,Conconully,WA,7,48.557810,-119.750130,53047970500
98817,53007,Chelan,Chelan Falls,WA,12,47.802900,-119.985230,53007960301
98816,53007,Chelan,Chelan,WA,12,47.839850,-120.014540,53007960302
98815,53007,Chelan,Cashmere,WA,12,47.522400,-120.470050,53007960600
98814,53047,Okanogan,Carlton,WA,12,48.254480,-120.108030,53047971000
98813,53017,Douglas,Bridgeport,WA,12,48.007440,-119.670130,53017950102
98812,53047,Okanogan,Brewster,WA,12,48.099670,-119.780930,53047970800
98802,53017,Douglas,East Wenatchee,WA,12,47.415150,-120.294730,53017950400
98801,53007,Chelan,Wenatchee,WA,12,47.414940,-120.305220,53007961102
98686,53011,Clark,Vancouver,WA,49,45.716680,-122.627310,53011040803
98685,53011,Clark,Vancouver,WA,18,45.709540,-122.703030,53011040907
98684,53011,Clark,Vancouver,WA,17,45.637010,-122.487230,53011041317
98683,53011,Clark,Vancouver,WA,17,45.603650,-122.492120,53011041322
98682,53011,Clark,Vancouver,WA,17,45.693450,-122.551490,53011041331
98675,53011,Clark,Yacolt,WA,18,45.866790,-122.409080,53011040102
98674,53015,Cowlitz,Woodland,WA,20,45.909400,-122.740170,53015001503
98673,53039,Klickitat,Wishram,WA,14,45.659360,-120.964650,53039950200
98672,53039,Klickitat,White Salmon,WA,14,45.727760,-121.487040,53039950301
98671,53011,Clark,Washougal,WA,18,45.579230,-122.353410,53011040510
98670,53039,Klickitat,Wahkiacus,WA,14,45.846570,-121.107170,53039950200
98668,53011,Clark,Vancouver,WA,49,45.640870,-122.624460,53011041600
98665,53011,Clark,Vancouver,WA,49,45.678710,-122.644430,53011041008
98664,53011,Clark,Vancouver,WA,49,45.621580,-122.592190,53011041208
98663,53011,Clark,Vancouver,WA,49,45.656750,-122.646950,53011041011
98662,53011,Clark,Vancouver,WA,17,45.642510,-122.577220,53011040709
98661,53011,Clark,Vancouver,WA,49,45.632010,-122.629340,53011042602
98660,53011,Clark,Vancouver,WA,49,45.632480,-122.671560,53011042000
98651,53059,Skamania,Underwood,WA,14,45.729020,-121.523570,53059950400
98650,53039,Klickitat,Trout Lake,WA,14,45.995880,-121.525290,53039950302
